"","TCAD.or.WCAD.Property.ID..s.","Duct.System.1...Type","Duct.System.1...RValue","Duct.System.1...Return.Sizing","Duct.System.1.....Leakage","System.1...Location.Air.Handler","System.1...Air.Handler.Type","System.1...Age..years.","System.1...sqft.ton","Water.Heater...Fuel.Type","Water.Heating...Tank.Type","Toilet.Type","Programmable.Thermostat.Present","Window.Screen.Area.Recommended..sqft.","Furnace...Fuel.Type","Attic.R.Value","Recommended.Additional.R.Value","Year.Built","Bedrooms","Conditioned..sqft.","Attic..sqft.","Home_Type","Lat","Long","set","NeedsDuctFixed"
"8219","509782","Mylar_Flex",8,"Inadequate",8,"Closet","Up Flow",20,492,"Gas","Tankless","Water_Saving","N",90,"Elec",38,0,1958,3,984,984,"Single Family",30.2250039720005,-97.7869145679997,"train","0"
"8222","135827","Grey_Flex",8,"Adequate",13,"Closet","Up Flow",17,557,"Gas","Tank","Water_Saving","N",24,"Gas",17.4,20.6,1967,4,2231,2231,"Single Family",30.3587747420004,-97.7645991069997,"train","0"
"8223","233932","Mylar_Flex",6,"Adequate",9,"Attic","Horizontal",9,556,"Gas","Tank","Water_Saving","N",54,"Elec",4,34,1951,3,1392,0,"Single Family",30.3391159110005,-97.7127882949997,"train","0"
"8224","211351","Mylar_Flex",6,"Adequate",11,"Attic","Horizontal",12,434,"Gas","Tank","Standard","Y",0,"Gas",20,18,1918,2,1084,1084,"Single Family",30.2978949050005,-97.7445719269997,"train","0"
"8225","302428","Sheet_Metal",5,"Adequate",21,"Closet","Up Flow",20,505,"Gas","Tank","Water_Saving","N",327,"Gas",14,24,1958,3,1768,1768,"Single Family",30.2487158520005,-97.7871171019997,"test","0"
"8227","303534","Mylar_Flex",6,"Adequate",23,"Attic","Horizontal",29,425,"Elec","Tank","Standard","N",75,"Elec",0,32,1930,1,850,350,"Duplex",30.2452372410004,-97.7550835609997,"train","0"
"8228","R352801","Mylar_Flex",8,"Adequate",11,"Closet","Up Flow",10,500,"Gas","Tank","Water_Saving","Y",0,"Gas",35,3,1997,4,2000,1000,"Single Family",30.4541931440004,-97.7576643889997,"test","0"
"8229","371922","Mylar_Flex",8,"Adequate",16,"Attic","Horizontal",17,390,"Gas","Tank","Water_Saving","Y",0,"Gas",27,8,1997,3,3127,1500,"Single Family",30.2428861880005,-97.8306796859997,"test","0"
"8230","444205","Mylar_Flex",8,"Adequate",8,"Attic","Horizontal",15,520,"Gas","Tank","Water_Saving","Y",0,"Gas",30,8,1999,4,3088,1301,"Single Family",30.4264305840005,-97.6861580309996,"train","0"
"8231","R078205","Duct_Board",4,"Inadequate",19,"Attic","Horizontal",18,643,"Gas","Tank","Standard","Y",0,"Elec",25,0,1976,3,1930,1598,"Single Family",30.4510402460004,-97.8014721459997,"train","0"
"8232","286016","Sheet_Metal",2,"Inadequate",28,"Attic","Horizontal",10,500,"Gas","Tank","Standard","N",0,"Elec",11,27,1971,3,2500,2000,"Single Family",30.2362672440005,-97.7317292779996,"test","1"
"8234","364138","Mylar_Flex",6,"Adequate",17.2,"Attic","Horizontal",13,650,"Elec","Tank","Water_Saving","N",177,"Elec",30,8,1996,4,2615,1000,"Single Family",30.2305564850005,-97.8681082119997,"train","0"
"8235","242755","Mylar_Flex",6,"Adequate",36.1,"Closet","Up Flow",5,484,"Elec","Tank","Water_Saving","Y",54,"Elec",30,8,1982,2,968,968,"Condo",30.3555057710005,-97.7131282209997,"train","1"
"8237","224523","Grey_Flex",6,"Inadequate",32,"Attic","Horizontal",5,553,"Elec","Tank","Water_Saving","N",12,"Elec",16,22,1939,2,1384,1384,"Single Family",30.3180843510004,-97.7409748739997,"train","1"
"8238","R067116","Duct_Board",4,"Inadequate",28,"Closet","Up Flow",18,500,"Gas","Tank","Standard","N",0,"Gas",26.4,0,1976,4,2077,1000,"Single Family",30.4521559600005,-97.8040588959997,"test","1"
"8239","124977","Mylar_Flex",6,"Adequate",6.5,"Attic","Horizontal",8,623,"Gas","Tank","Standard","Y",140,"Gas",28,10,1983,2,1871,899,"Single Family",30.3308866340005,-97.8008657279997,"test","0"
"8240","311985","Mylar_Flex",8,"Adequate",16,"Closet","Up Flow",12,574,"Gas","Tank","Water_Saving","Y",0,"Gas",28,10,1993,3,2298,1352,"Single Family",30.2345550510005,-97.8949125849997,"train","0"
"8242","544184","Sheet_Metal",0,"Adequate",4,"","",16,318,"Gas","Tank","Water_Saving","Y",0,"Gas",0,0,1925,0,1113,0,"Condo",30.2664097460005,-97.7419117429997,"train","0"
"8243","331528","Mylar_Flex",6,"Adequate",10,"Attic","Horizontal",21,500,"Gas","Tank","Standard","Y",0,"Gas",30,8,1993,3,1750,1750,"Single Family",30.2083642020004,-97.8555747899997,"train","0"
"8245","155029","Mylar_Flex",6,"Inadequate",19,"Attic","Up Flow",15,594,"Elec","Tank","Water_Saving","Y",0,"Elec",30,0,1995,3,2970,2900,"Single Family",30.3952865350005,-97.7998660869997,"test","0"
"8247","333870","Grey_Flex",4,"Inadequate",14.5,"Closet","Up Flow",14,427,"Gas","Tank","Water_Saving","Y",50,"Gas",14,22,1983,3,1283,0,"Single Family",30.1986532280005,-97.8229514129997,"train","0"
"8248","373536","Mylar_Flex",8,"Adequate",10,"Attic","Horizontal",15,520,"Gas","Tank","Water_Saving","Y",0,"Gas",0,0,1999,3,1820,1050,"Single Family",30.1827027850005,-97.8554599019997,"train","0"
"8251","245174","Sheet_Metal",4,"Inadequate",11,"Closet","Up Flow",17,543,"Gas","Tank","Water_Saving","Y",0,"Gas",16,22,1962,3,2171,2171,"Single Family",30.3630954680004,-97.6734647139997,"train","0"
"8252","444155","Mylar_Flex",6,"Adequate",12,"Attic","Horizontal",11,620,"Elec","Tank","Water_Saving","Y",0,"Elec",0,16,1999,3,2173,2173,"Single Family",30.4268522340005,-97.6950339969997,"train","0"
"8253","163349","Mylar_Flex",7,"Adequate",15,"Attic","Horizontal",12,489,"Gas","Tank","Standard","Y",0,"Gas",28,10,1983,3,1468,1468,"Single Family",30.4221134110005,-97.7508836449997,"train","0"
"8254","309229","Mylar_Flex",6,"Adequate",18.3,"Garage","Up Flow",10,519,"Gas","Tank","Standard","Y",0,"Gas",0,19,1983,3,1557,800,"Single Family",30.2403776080005,-97.8962711029997,"test","0"
"8255","160874","Grey_Flex",6,"Inadequate",13.2,"Attic","Horizontal",23,689,"Elec","Tank","Water_Saving","Y",0,"Gas",19,19,1991,4,3239,1629,"Single Family",30.4166852630005,-97.7777247339997,"test","0"
"8256","321803","Grey_Flex",5,"Adequate",24,"Closet","Up Flow",10,502,"Gas","Tank","Water_Saving","Y",0,"Gas",19,19,1987,3,2512,1000,"Single Family",30.2162547390005,-97.8585251539997,"test","0"
"8257","R050086","Mylar_Flex",6,"Adequate",19,"Attic","",22,448,"Gas","Tank","Standard","Y",30,"Gas",24,14,1992,3,2240,1330,"Single Family",30.4434505500005,-97.7680220509997,"test","0"
"8258","226530","Mylar_Flex",6,"Adequate",5,"Attic","Horizontal",7,400,"Elec","Tankless","Water_Saving","Y",116,"Elec",28,10,1948,3,1668,1668,"Single Family",30.3235669830005,-97.7313361499997,"test","0"
"8259","127964","Mylar_Flex",7,"Adequate",10,"Attic","Horizontal",15,406,"Gas","Tankless","Water_Saving","Y",32,"Gas",19,19,1954,4,2829,2500,"Single Family",30.3384692230005,-97.7604276169997,"train","0"
"8260","442078","Duct_Board",6,"Adequate",15,"Attic","Horizontal",20,493,"Gas","Tank","Water_Saving","Y",0,"Gas",28,0,1997,3,1728,619,"Town Homes",30.3070847390005,-97.7462490509997,"train","0"
"8262","321114","Sheet_Metal",6,"Adequate",24.8,"Closet","Up Flow",20,606,"Gas","Tank","Water_Saving","Y",30,"Gas",24,14,1972,4,1818,0,"Single Family",30.2116852870005,-97.8105885459997,"train","0"
"8263","252761","Mylar_Flex",7,"Adequate",17,"Closet","Up Flow",17,492,"Gas","Tank","Standard","N",0,"Gas",19,19,1965,2,984,980,"Single Family",30.3752640910005,-97.7438186419997,"train","0"
"8265","477427","Mylar_Flex",6,"Adequate",12,"Closet","Up Flow",13,652,"Elec","Tank","Water_Saving","Y",0,"Elec",25,0,2001,3,2608,1498,"Single Family",30.3688149820005,-97.6706481879997,"test","0"
"8266","207200","Mylar_Flex",5,"Inadequate",20,"Closet","Up Flow",21,562,"Gas","Tank","Standard","Y",65,"Gas",25,13,1941,3,1404,1080,"Single Family",30.2911473240005,-97.7171350789997,"train","0"
"8267","260499","Grey_Flex",6,"Adequate",20,"Garage","Up Flow",8,364,"Gas","Tank","Water_Saving","N",0,"Gas",17.6,20.4,1983,2,910,558,"Duplex",30.3965337180005,-97.7007096869997,"train","0"
"8269","319710","Grey_Flex",6,"Adequate",28,"","Horizontal",13,411,"Elec","Tank","Standard","N",40,"Elec",0,0,1982,1,616,0,"Fourplex",30.2155476470004,-97.7925132719997,"train","1"
"8277","427469","Mylar_Flex",6,"Adequate",24.5,"Closet","Up Flow",10,546,"Elec","Tank","Standard","Y",0,"Elec",18,18,1981,3,1639,1194,"Single Family",30.4322353750005,-97.7160489749997,"train","0"
"8281","R090320","Grey_Flex",4,"Adequate",19,"Closet","Up Flow",10,600,"Gas","Tank","Standard","N",52,"Gas",13,27,1985,4,2100,1712,"Single Family",30.4474846490004,-97.7679829659997,"train","0"
"8282","136197","Grey_Flex",6,"Adequate",25,"Closet","Up Flow",7,336,"Elec","Tank","Standard","N",0,"Elec",0,0,1979,1,840,0,"Condo",30.3544765190005,-97.7524766759997,"test","0"
"8283","112832","Mylar_Flex",6,"Inadequate",37,"","Horizontal",15,414,"Elec","Tank","Standard","Y",75,"Elec",0,0,1981,2,1037,0,"Single Family",30.2896040380004,-97.7717351759997,"test","1"
"8284","244572","Sheet_Metal",6,"Adequate",14,"Closet","Up Flow",13,367,"Gas","Tank","Water_Saving","Y",0,"Gas",19,19,1965,3,1102,1100,"Single Family",30.3620674000005,-97.7224992689997,"train","0"
"8285","540358","Duct_Board",6,"Adequate",17,"Attic","Horizontal",14,482,"Elec","Tank","Water_Saving","Y",0,"Elec",17.6,20.4,1984,2,967,483,"Condo",30.2551377210004,-97.7520562109997,"test","0"
"8288","342706","Mylar_Flex",6,"Inadequate",12.4,"Attic","Horizontal",11,395,"Elec","Tank","Standard","Y",184,"Elec",11,27,1991,5,2770,1571,"Single Family",30.1829372980005,-97.8572258569997,"train","0"
"8289","141733","Mylar_Flex",4,"Adequate",34,"Closet","Up Flow",13,588,"Gas","Tank","Standard","N",30,"Gas",34,4,1969,4,2820,1054,"Single Family",30.3678579780005,-97.7645588369997,"train","1"
"8292","R076056","Mylar_Flex",6,"Adequate",18,"Garage","Up Flow",22,446,"Gas","Tank","Water_Saving","N",0,"Gas",21,17,1981,3,1339,1339,"Single Family",30.4562528330005,-97.8025464059997,"train","0"
"8293","305050","Mylar_Flex",6,"Adequate",23.7,"Attic","Horizontal",16,493,"Elec","Tankless","Water_Saving","Y",0,"Elec",7,31,1934,2,986,0,"Single Family",30.2429454080005,-97.7548833959997,"train","0"
"8298","336816","Grey_Flex",4,"Adequate",38.5,"Garage","Up Flow",3,588,"Elec","Tank","Water_Saving","Y",26,"Elec",24,14,1978,3,1470,504,"Single Family",30.1885833780005,-97.7886580189997,"test","1"
"8299","502961","Mylar_Flex",4,"Adequate",17.5,"Closet","Up Flow",18,594,"Gas","Tank","Standard","Y",0,"Gas",19,19,1978,3,2080,1040,"Single Family",30.3899294510005,-97.6884190689997,"test","0"
"8300","103358","Mylar_Flex",6,"Adequate",13,"Attic","Horizontal",17,476,"Gas","Tank","Water_Saving","N",0,"Elec",29,0,1935,3,1190,1190,"Single Family",30.2608951350005,-97.7627443219997,"test","0"
"8304","457085","Duct_Board",4,"Adequate",13.5,"Closet","Up Flow",12,450,"Elec","Tank","Standard","Y",212,"Elec",23,0,1985,4,2700,1350,"Single Family",30.3776471240005,-97.8002368059997,"train","0"
"8305","116237","Sheet_Metal",6,"Adequate",21.2,"Attic","Horizontal",8,400,"Gas","Tank","Standard","Y",124,"Gas",14,24,1947,3,1847,1500,"Single Family",30.2947349010005,-97.7742520449997,"train","0"
"8306","120462","Sheet_Metal",4,"Adequate",23,"Closet","Up Flow",7,541,"Elec","Tank","Water_Saving","N",0,"Gas",0,18,1960,4,2706,2250,"Single Family",30.3086434230005,-97.7700959519997,"train","0"
"8308","315265","Mylar_Flex",6,"Adequate",15.6,"Attic","Horizontal",14,493,"Elec","Tank","Water_Saving","Y",354,"Elec",30,8,2001,3,2043,0,"Single Family",30.2263482770005,-97.8809898499997,"train","0"
"8309","266940","Grey_Flex",6,"Adequate",28,"Garage","Up Flow",9,573,"Gas","Tank","Standard","N",61,"Gas",19,19,1981,3,1432,1200,"Single Family",30.4172182470004,-97.6920480999997,"train","1"
"8310","R078447","Grey_Flex",5,"Adequate",22.6,"Closet","Up Flow",11,564,"Gas","Tank","Water_Saving","Y",34,"Gas",19,19,1977,3,1973,1900,"Single Family",30.4479240650004,-97.8036668569997,"test","0"
"8311","114322","Mylar_Flex",6,"Adequate",6,"Attic","Horizontal",5,330,"Elec","Tank","Water_Saving","Y",0,"Elec",45,0,1938,4,2638,1484,"Single Family",30.2943369390005,-97.7570662629997,"train","0"
"8316","219020","Sheet_Metal",6,"Adequate",32.1,"Closet","Up Flow",30,405,"Gas","Tank","Standard","Y",0,"Gas",10,28,1963,4,1618,1600,"Single Family",30.3105147900005,-97.6858879859997,"train","1"
"8318","256168","Mylar_Flex",4,"Inadequate",13.5,"Closet","Up Flow",18,528,"Gas","Tank","Standard","N",74,"Gas",21,17,1978,3,1584,1584,"Single Family",30.3844041800004,-97.6979950209997,"test","0"
"8319","381504","Mylar_Flex",6,"Adequate",15.9,"Garage","Up Flow",17,549.6,"Gas","Tank","Standard","Y",0,"Gas",18,20,1997,3,1649,1000,"Single Family",30.1835543760005,-97.8380135489997,"train","0"
"8320","322339","Mylar_Flex",4.2,"Adequate",20.4,"Attic","Horizontal",21,544.5,"Elec","Tank","Water_Saving","Y",269,"Elec",42,0,1992,4,2178,2178,"Single Family",30.2160616800005,-97.8762202329997,"train","0"
"8322","512353","Mylar_Flex",6,"Adequate",13.8,"Garage","Up Flow",14,526,"Gas","Tank","Standard","Y",0,"Gas",30,8,2000,3,2105,1905,"Single Family",30.1955796860005,-97.8629110229997,"train","0"
"8323","231434","Sheet_Metal",5,"Inadequate",19,"Closet","Up Flow",10,653,"Gas","Tank","Water_Saving","Y",0,"Gas",19,19,1964,3,1306,1306,"Single Family",30.3324571610004,-97.7090159519997,"test","0"
"8325","268967","Mylar_Flex",6,"Adequate",15,"Closet","Up Flow",14,542,"Gas","Tank","Water_Saving","N",36,"Gas",18,20,1979,4,1354,1354,"Single Family",30.4228880150005,-97.6915352509997,"train","0"
"8327","439692","Duct_Board",6,"Inadequate",27.9,"Closet","Up Flow",17,568.3,"Gas","Tank","Water_Saving","N",82,"Gas",24,14,1982,4,2273,2273,"Single Family",30.4154333420005,-97.7703956069997,"train","1"
"8331","263353","Duct_Board",6,"Adequate",23,"Garage","Up Flow",12,515,"Gas","Tank","Water_Saving","Y",0,"Gas",13.2,24.8,1976,3,1546,1546,"Single Family",30.4113968740004,-97.7408528799997,"test","0"
"8332","333533","Mylar_Flex",6,"Adequate",24.3,"Garage","Up Flow",7,540,"Gas","Tank","Water_Saving","Y",0,"Gas",19,19,1979,3,1349,1349,"Single Family",30.2001159740005,-97.8178181819997,"train","0"
"8333","153771","Mylar_Flex",6,"Adequate",19.3,"Closet","Up Flow",17,657,"Elec","Tank","Water_Saving","Y",159,"Elec",22,0,1997,4,2800,1234,"Single Family",30.3922982690004,-97.7696589049997,"train","0"
"8334","466649","Mylar_Flex",6,"Adequate",12,"Closet","Up Flow",15,533,"Elec","Tank","Water_Saving","Y",133,"Gas",30,0,1999,3,1600,899,"Single Family",30.1586521640004,-97.8317385479997,"train","0"
"8335","503412","Mylar_Flex",6,"Adequate",15,"Attic","Horizontal",14,568,"Gas","Tank","Water_Saving","N",0,"Gas",30,8,2000,2,1136,592,"Town Homes",30.3889037510004,-97.6576256049997,"train","0"
"8336","163401","Duct_Board",6,"Adequate",19,"Attic","Horizontal",0,522,"Gas","Tank","Water_Saving","N",0,"Elec",30,8,1983,3,1566,1500,"Single Family",30.4213980280005,-97.7515054589997,"train","0"
"8337","252874","Grey_Flex",8,"Adequate",16,"Garage","Up Flow",21,535,"Gas","Tank","Water_Saving","Y",0,"Gas",24.5,13.5,1974,4,1606,1606,"Single Family",30.3769743780005,-97.7018550109997,"train","0"
"8338","446708","Mylar_Flex",6,"Adequate",19,"Attic","Horizontal",3,593,"Gas","Tank","Water_Saving","Y",0,"Elec",21,17,1990,3,2375,2375,"Single Family",30.2194573820005,-97.8716756539997,"train","0"
"8339","160741","Sheet_Metal",7,"Inadequate",46,"Attic","Horizontal",21,393,"Gas","Tank","Water_Saving","N",0,"Gas",35,3,1993,3,2313,1330,"Single Family",30.4171566580005,-97.7742745489997,"train","1"
"8341","205594","Grey_Flex",6,"Adequate",22.1,"Garage","Up Flow",20,487,"Gas","Tank","Standard","N",23,"Gas",16,18,1985,3,1218,0,"Single Family",30.3075815480005,-97.6875476069997,"train","0"
"8342","167736","Grey_Flex",4,"Adequate",22,"Attic","Horizontal",14,476,"Gas","Tank","Water_Saving","N",0,"Gas",20,18,1977,3,1905,646,"Single Family",30.4298251020004,-97.7763342369997,"train","0"
"8344","249916","Duct_Board",4,"Adequate",50,"Attic","Horizontal",8,641,"Elec","Tank","Water_Saving","N",60,"Elec",0,0,1973,4,2564,0,"Duplex",30.3684288640005,-97.7265404749997,"train","1"
"8345","232505","Sheet_Metal",2,"Inadequate",13,"Closet","Up Flow",21,498,"Gas","Tank","Water_Saving","Y",87,"Gas",7,31,1962,2,996,996,"Single Family",30.3334544340005,-97.7125549669997,"test","0"
"8346","547816","Duct_Board",4,"Adequate",31,"","Horizontal",20,380,"Elec","Tank","Standard","N",0,"Elec",18,20,1983,1,759,759,"Condo",30.3840476720005,-97.7450681939997,"train","1"
"8347","103740","Mylar_Flex",4,"Inadequate",16,"Attic","Horizontal",17,400,"Elec","Tank","Water_Saving","Y",0,"Gas",14,24,1992,4,4113,2000,"Single Family",30.2602342340004,-97.7841525249997,"test","0"
"8348","336011","Grey_Flex",6,"Adequate",9,"Attic","Horizontal",12,678,"Gas","Tank","Water_Saving","N",0,"Elec",0,0,1977,4,1695,1139,"Single Family",30.1909190340004,-97.7881013469997,"test","0"
"8349","342269","Sheet_Metal",4,"Adequate",30.1,"Garage","Up Flow",20,572,"Elec","Tank","Water_Saving","Y",20,"Elec",17,21,1971,4,2288,0,"Single Family",30.1814935030005,-97.8294869849997,"test","1"
"8350","503986","Mylar_Flex",6,"Adequate",35,"Closet","Up Flow",7,610,"Gas","Tank","Standard","Y",0,"Gas",18,20,1996,3,2440,1128,"Single Family",30.4125445660005,-97.7237523749997,"train","1"
"8351","304174","Duct_Board",6.5,"Adequate",82,"Closet","Up Flow",12,663,"Elec","Tank","Standard","Y",52,"Gas",33.2,0,1960,3,1326,1326,"Single Family",30.2447741370004,-97.7858865009997,"train","1"
"8353","322065","Mylar_Flex",7,"Adequate",17,"Closet","Up Flow",5,581.6,"Elec","Tank","Water_Saving","Y",117,"Elec",28,10,1988,4,2306,864,"Single Family",30.2173432120005,-97.8667958859997,"train","0"
"8355","508901","Mylar_Flex",6,"Adequate",23,"Attic","Horizontal",15,485,"Elec","Tank","Water_Saving","Y",285,"Elec",30,8,2000,3,2752,1741,"Single Family",30.2540901860004,-97.8654060619997,"train","0"
"8356","191884","Grey_Flex",8,"Adequate",8,"Attic","Horizontal",20,913,"Gas","Tank","Water_Saving","N",0,"Gas",31.5,6.5,1930,4,1826,1826,"Single Family",30.2609140860005,-97.7296294159997,"train","0"
"8359","R378703","Grey_Flex",6,"Adequate",22,"Closet","Up Flow",15,528,"Gas","Tank","Water_Saving","N",150,"Gas",28.6,9.4,1998,3,1585,1585,"Single Family",30.4595952360004,-97.7595085159997,"test","0"
"8360","158479","Mylar_Flex",8,"Adequate",33,"Attic","Horizontal",6,606,"Gas","Tank","Water_Saving","Y",0,"Elec",39,0,1988,4,2509,1296,"Single Family",30.4124581050004,-97.7667476259997,"train","1"
"8363","369611","Mylar_Flex",6,"Adequate",13,"Attic","Horizontal",20,528,"Elec","Tank","Water_Saving","Y",0,"Elec",20,18,1996,3,1848,1348,"Single Family",30.4267911190005,-97.7162376779997,"train","0"
"8364","357761","Sheet_Metal",2,"Adequate",36,"Closet","Up Flow",12,540,"Gas","Tank","Standard","Y",30,"Gas",0,38,1954,3,1080,1080,"Single Family",30.3109068290005,-97.7031697049997,"train","1"
"8365","322513","Grey_Flex",6,"Adequate",15.8,"Attic","Horizontal",16,483,"Elec","Tank","Water_Saving","N",98,"Elec",30,8,1994,3,1689,1689,"Single Family",30.2188355670004,-97.8762024669997,"test","0"
"8366","225514","Mylar_Flex",6,"Adequate",7.8,"Attic","",8,446,"Gas","Tank","Water_Saving","N",0,"Elec",32,3,1950,3,1116,0,"Single Family",30.3184159860004,-97.7020492539997,"train","0"
